Naam,Pesar,Dokhtar,Rate
حليه,,1.0,معمولي
حماسه,,1.0,معمولي
حمام,1.0,,بسيار نادر
حمدالدين,1.0,,بسيار نادر
حمدالله,1.0,,بسيار نادر
حمرا,,1.0,بسيار نادر
حمراه,,1.0,بسيار نادر
حمزه,1.0,,معمولي
حميد,1.0,,معمولي
حميدالدين,1.0,,بسيار نادر
حميدالله,1.0,,بسيار نادر
حميدرضا,1.0,,پركاربرد
حميده,,1.0,معمولي
حميرا,,1.0,معمولي
حميم,1.0,,بسيار نادر
حنا,,1.0,بسيار نادر
حنان,1.0,,معمولي
حنانه,,1.0,پركاربرد
حنيف,1.0,,معمولي
حنيفه,,1.0,معمولي
حنين,1.0,,بسيار نادر
حوا,,1.0,معمولي
حور,,1.0,معمولي
حورا,,1.0,معمولي
حورآسا,,1.0,معمولي
حورآفرين,,1.0,معمولي
حورجهان,,1.0,بسيار نادر
حورديس,,1.0,معمولي
حوررخ,,1.0,بسيار نادر
حورزاد,,1.0,معمولي
حوروش,,1.0,معمولي
حوري,,1.0,معمولي
حوري بانو,,1.0,بسيار نادر
حوري دخت,,1.0,بسيار نادر
حوري رخ,,1.0,بسيار نادر
حوري زاد,,1.0,بسيار نادر
حوري لقا,,1.0,بسيار نادر
حوريا,,1.0,معمولي
حوريه,,1.0,معمولي
حيات,,1.0,معمولي
حيدر,1.0,,معمولي
حيفا,,1.0,معمولي
خُوروَش,,1.0,معمولي
خُونيرِث,1.0,,بسيار نادر
خابان,1.0,,بسيار نادر
خاتون,,1.0,معمولي
خاتونك,,1.0,بسيار نادر
خارا,,1.0,بسيار نادر
خارك,,1.0,بسيار نادر
خاروس,1.0,,بسيار نادر
خاره,,1.0,بسيار نادر
خاشعه,,1.0,بسيار نادر
خاطرافروز,,1.0,بسيار نادر
خاطرآسا,,1.0,بسيار نادر
خاطرنواز,,1.0,بسيار نادر
خاطره,,1.0,معمولي
خاقان,1.0,,بسيار نادر
خالد,1.0,,بسيار نادر
خالده,,1.0,بسيار نادر
خالق,1.0,,بسيار نادر
خالواش,,1.0,بسيار نادر
خانم,,1.0,معمولي
خانم گل,,1.0,معمولي
خانوم,,1.0,بسيار نادر
خاور,1.0,1.0,معمولي
خاوين,1.0,,بسيار نادر
ختا,,1.0,بسيار نادر
ختمي,,1.0,معمولي
ختن,,1.0,بسيار نادر
خجسته,,1.0,بسيار نادر
خجسته لقا,,1.0,بسيار نادر
خجير,,1.0,بسيار نادر
خدا نظر,,1.0,معمولي
خداآفريد,1.0,1.0,بسيار نادر
خدابخش,1.0,,معمولي
خدابنده,1.0,,معمولي
خداداد,1.0,,معمولي
خدادوست,1.0,,معمولي
خداطلب,1.0,,معمولي
خداكريم,1.0,,بسيار نادر
خدايار,1.0,,معمولي
خديجه,,1.0,معمولي
خديو,1.0,,بسيار نادر
خراد,1.0,,بسيار نادر
خراسان,1.0,,بسيار نادر
خرام,,1.0,بسيار نادر
خرامان,,1.0,بسيار نادر
خرداد,1.0,,معمولي
خردادبرزين,1.0,,بسيار نادر
خردادبه,1.0,,معمولي
خردمند,1.0,,معمولي
خرزاد,1.0,,بسيار نادر
خرشا,,1.0,بسيار نادر
خرشاد,1.0,1.0,بسيار نادر
خرشيد,1.0,1.0,بسيار نادر
خرم,1.0,,بسيار نادر
خرم بانو,,1.0,بسيار نادر
خرم بهار,,1.0,بسيار نادر
خرم چهر,,1.0,بسيار نادر
خرم گل,,1.0,بسيار نادر
خرمدخت,,1.0,بسيار نادر
خرمدل,,1.0,بسيار نادر
خرمشاد,1.0,,معمولي
خرمن,,1.0,بسيار نادر
خرمناز,,1.0,معمولي
خرمه,,1.0,بسيار نادر
خروش,1.0,,بسيار نادر
خزان,,1.0,بسيار نادر
خزر,,1.0,بسيار نادر
خسرو,1.0,,معمولي
خسروپرويز,1.0,,بسيار نادر
خسروداد,1.0,,بسيار نادر
خسروزاد,1.0,,بسيار نادر
خسروشاد,1.0,,بسيار نادر
خشاش,1.0,,بسيار نادر
خشاشه,1.0,,بسيار نادر
خشايار,1.0,,بسيار نادر
خشايارشا,1.0,,بسيار نادر
خشنواز,1.0,,بسيار نادر
خشنود,1.0,,بسيار نادر
خضر,1.0,,معمولي
خضرا,,1.0,معمولي
خليل,1.0,,معمولي
خليل الله,1.0,,معمولي
خنجست,1.0,,بسيار نادر
خندان,1.0,1.0,بسيار نادر
خندان چهر,,1.0,بسيار نادر
خندان گل,,1.0,بسيار نادر
خوب چهر,,1.0,بسيار نادر
خوبرخ,,1.0,بسيار نادر
خوبروي,,1.0,بسيار نادر
خوبيار,,1.0,بسيار نادر
خوتكا,,1.0,بسيار نادر
خوردخت,,1.0,بسيار نادر
خورديس,,1.0,بسيار نادر
خورزاد,1.0,1.0,بسيار نادر
خورسان,1.0,1.0,بسيار نادر
خورسند,1.0,,بسيار نادر
خورشاد,,1.0,بسيار نادر
خورشيد,1.0,1.0,معمولي
خورشيد چهر,,1.0,بسيار نادر
خورشيدبانو,,1.0,معمولي
خورشيددخت,,1.0,بسيار نادر
خورشيدرخ,,1.0,بسيار نادر
خورشيدفر,,1.0,بسيار نادر
خورشيدكلاه,1.0,1.0,بسيار نادر
خورشيدمهر,,1.0,بسيار نادر
خوزان,1.0,,بسيار نادر
خوش لقا,,1.0,بسيار نادر
خوش منش,1.0,,بسيار نادر
خوش نواز,1.0,,بسيار نادر
خوشاب,,1.0,بسيار نادر
خوشبوي,,1.0,بسيار نادر
خوشچهر,,1.0,معمولي
خوشخو,,1.0,معمولي
خوشدل,,1.0,معمولي
خوشروي,,1.0,معمولي
خوشگو,,1.0,معمولي
خوشنام,1.0,,معمولي
خوشنوا,,1.0,بسيار نادر
خوشنود,1.0,,بسيار نادر
خوشه,,1.0,بسيار نادر
خوشين,,1.0,بسيار نادر
خيام,1.0,,بسيار نادر
خيرالدين,1.0,,بسيار نادر
خيرالله,1.0,,معمولي
خيرالنسا,,1.0,معمولي
خيرالنساء,,1.0,معمولي
خيرانديش,1.0,,معمولي
خيرعلي,1.0,,معمولي
خيزران,,1.0,بسيار نادر
دَريز,1.0,,بسيار نادر
دَسَم,1.0,,بسيار نادر
دَستنبو,,1.0,بسيار نادر
دُخمل,,1.0,بسيار نادر
دُرافشان,,1.0,بسيار نادر
دُردانه,,1.0,معمولي
دُرنا,,1.0,معمولي
دُغدو,,1.0,بسيار نادر
دِرمنَه,,1.0,بسيار نادر
داتَه,1.0,,بسيار نادر
داتام,1.0,,بسيار نادر
داتان,1.0,,بسيار نادر
داتيس,1.0,,بسيار نادر
دادار,1.0,,بسيار نادر
دادآفريد,1.0,1.0,معمولي
دادآفرين,1.0,1.0,معمولي
دادبان,1.0,,بسيار نادر
دادبرزين,1.0,,بسيار نادر
دادبه,1.0,,معمولي
دادپويه,1.0,,معمولي
دادجو,1.0,,معمولي
دادخواه,1.0,,معمولي
دادرس,1.0,,معمولي
دادعلي,1.0,,معمولي
دادفر,1.0,,معمولي
دادفرخ,1.0,,بسيار نادر
دادفروز,1.0,,معمولي
دادكار,1.0,,بسيار نادر
دادگر,1.0,,معمولي
دادلي,,1.0,معمولي
دادمهر,1.0,,معمولي
دادنام,1.0,,بسيار نادر
دادوَر,1.0,,بسيار نادر
دادهرمز,1.0,,بسيار نادر
داديار,1.0,,بسيار نادر
دارا,1.0,,معمولي
داراب,1.0,,بسيار نادر
داران,1.0,,بسيار نادر
دارانا,1.0,1.0,بسيار نادر
دارمان,1.0,,بسيار نادر
دارنوش,1.0,,معمولي
داريا,1.0,,بسيار نادر
دارياو,1.0,,بسيار نادر
دارينا,,1.0,معمولي
دارينوش,1.0,,بسيار نادر
دارينه,,1.0,بسيار نادر
داريو,1.0,,بسيار نادر
داريوش,1.0,,بسيار نادر
داژو,1.0,,بسيار نادر
داشاب,1.0,,بسيار نادر
داشاد,1.0,,بسيار نادر
داليا,,1.0,معمولي
داماسپيا,,1.0,بسيار نادر
دامور,1.0,,بسيار نادر
دامون,1.0,,بسيار نادر
دامينه,,1.0,معمولي
دان,1.0,,بسيار نادر
دانا,1.0,,معمولي
دانژه,,1.0,بسيار نادر
دانش,1.0,,معمولي
دانشمند,1.0,,بسيار نادر
دانوش,1.0,,معمولي
دانيا,,1.0,بسيار نادر
دانيال,1.0,,پركاربرد
داو,1.0,,بسيار نادر
داود,1.0,,معمولي
داور,1.0,,معمولي
داورا,1.0,,بسيار نادر
داوود,1.0,,معمولي
داويد,1.0,,بسيار نادر
دايان,1.0,,معمولي
دايانا,,1.0,معمولي
دخت مهر,,1.0,بسيار نادر
درا,,1.0,بسيار نادر
دراج,,1.0,بسيار نادر
دربانو,,1.0,بسيار نادر
دربها,,1.0,بسيار نادر
درة التاج,,1.0,بسيار نادر
درتا,,1.0,بسيار نادر
درخشا,,1.0,بسيار نادر
درخشان,,1.0,معمولي
درسا,,1.0,پركاربرد
درستي,,1.0,بسيار نادر
درفام,,1.0,بسيار نادر
درفشان,,1.0,بسيار نادر
درگل,,1.0,بسيار نادر
درمان,,1.0,بسيار نادر
درناز,,1.0,بسيار نادر
دروار,,1.0,بسيار نادر
دره,,1.0,بسيار نادر
دري,,1.0,بسيار نادر
دريا,,1.0,بسيار نادر
دريادخت,,1.0,بسيار نادر
درياناز,,1.0,بسيار نادر
دريتا,,1.0,بسيار نادر
دريم,1.0,1.0,بسيار نادر
درين,,1.0,بسيار نادر
دستان,1.0,,بسيار نادر
دشمه,1.0,,بسيار نادر
دل افروز,,1.0,بسيار نادر
دل انگيز,,1.0,معمولي
دل آرا,,1.0,معمولي
دل آرام,,1.0,معمولي
دل آسا,,1.0,بسيار نادر
دل آشوب,,1.0,معمولي
دل آويز,,1.0,بسيار نادر
دل بهار,,1.0,بسيار نادر
دلارا,,1.0,معمولي
دلارام,,1.0,معمولي
دلاور,1.0,,معمولي
دلاويز,,1.0,معمولي
دلبان,,1.0,بسيار نادر
دلبر,,1.0,معمولي
دلپذير,,1.0,بسيار نادر
دلپرور,,1.0,بسيار نادر
دلپسند,,1.0,معمولي
دلجو,,1.0,معمولي
دلخوش,,1.0,بسيار نادر
دلدار,,1.0,معمولي
دلرباي,,1.0,معمولي
دلستان,,1.0,بسيار نادر
دلشاد,1.0,1.0,بسيار نادر
دلفروز,,1.0,بسيار نادر
دلكش,,1.0,معمولي
دلگرم,,1.0,بسيار نادر
دلگشا,,1.0,معمولي
دلگون,,1.0,بسيار نادر
دلناز,,1.0,معمولي
دلنواز,,1.0,معمولي
دلنوش,,1.0,معمولي
دلنيا,,1.0,بسيار نادر
دلوار,,1.0,بسيار نادر
دلووان,,1.0,بسيار نادر
دليار,,1.0,بسيار نادر
دلير,1.0,,بسيار نادر
دليله,,1.0,بسيار نادر
دلينا,,1.0,بسيار نادر
دماوند,1.0,,معمولي
دمساز,,1.0,بسيار نادر
دمن,,1.0,بسيار نادر
دمور,1.0,,بسيار نادر
دنا,,1.0,بسيار نادر
دنبره,,1.0,بسيار نادر
دنيا,,1.0,بسيار نادر
دنيز,,1.0,بسيار نادر
دنيس,1.0,1.0,بسيار نادر
دورسين,,1.0,بسيار نادر
دوست محمد,1.0,,بسيار نادر
دوستعلي,1.0,,بسيار نادر
دوقلو,1.0,,بسيار نادر
دومان,1.0,,بسيار نادر
دها,1.0,,بسيار نادر
دهباشي,1.0,,بسيار نادر
دهخدا,1.0,,بسيار نادر
دهما,,1.0,بسيار نادر
دهناد,1.0,,بسيار نادر
ديااكو,1.0,,بسيار نادر
دياكو,1.0,,بسيار نادر
ديان,,1.0,بسيار نادر
ديانا,,1.0,معمولي
ديبا,,1.0,معمولي
ديبارخ,,1.0,بسيار نادر
ديدار,,1.0,بسيار نادر
ديلان,,1.0,بسيار نادر
دين محمد,1.0,,بسيار نادر
دينا,,1.0,پركاربرد
دينارگيس,,1.0,بسيار نادر
ديناز,,1.0,بسيار نادر
دينشاه,1.0,,بسيار نادر
دينه,,1.0,بسيار نادر
دينيار,1.0,,بسيار نادر
ديهيم,1.0,,بسيار نادر
ذبيح,1.0,,بسيار نادر
ذكا,1.0,,بسيار نادر
ذكي,1.0,,بسيار نادر
ذكيه,,1.0,بسيار نادر
ذوالفضل,1.0,,بسيار نادر
ذوالفقار,1.0,,معمولي
رَسابانو,,1.0,بسيار نادر
رَسادخت,,1.0,بسيار نادر
رُدگون,,1.0,بسيار نادر
رُكسانا,,1.0,معمولي
رابعه,,1.0,معمولي
رابو,,1.0,بسيار نادر
رابيا,,1.0,بسيار نادر
راتا,,1.0,بسيار نادر
راتين,1.0,,بسيار نادر
راحل,,1.0,بسيار نادر
راحله,,1.0,معمولي
راحيل,,1.0,معمولي
راد,1.0,,بسيار نادر
رادا,,1.0,بسيار نادر
رادان,1.0,,بسيار نادر
رادبرزين,1.0,,بسيار نادر
راددخت,,1.0,بسيار نادر
رادعلي,1.0,,بسيار نادر
رادفرخ,1.0,,بسيار نادر
رادمان,1.0,,بسيار نادر
رادمنش,1.0,,معمولي
رادمهر,1.0,,معمولي
رادنوش,1.0,1.0,معمولي
رادوين,1.0,,بسيار نادر
راز,,1.0,معمولي
رازان,,1.0,بسيار نادر
رازاوه,1.0,,بسيار نادر
رازقي,,1.0,بسيار نادر
رازك,,1.0,بسيار نادر
رازمهر,,1.0,بسيار نادر
رازيانه,,1.0,بسيار نادر
راژان,1.0,1.0,بسيار نادر
راستين,1.0,,بسيار نادر
راشا,1.0,,بسيار نادر
راشد,1.0,,بسيار نادر
راشل,,1.0,بسيار نادر
راشن,1.0,,بسيار نادر
راشين,1.0,,بسيار نادر
راضيه,,1.0,پركاربرد
رافع,,1.0,بسيار نادر
رافعه,,1.0,معمولي
رافونه,,1.0,بسيار نادر
رام,1.0,,بسيار نادر
رام افزا,,1.0,بسيار نادر
رام افزون,,1.0,بسيار نادر
رام بانو,,1.0,بسيار نادر
رام برزين,1.0,,بسيار نادر
راما,1.0,,بسيار نادر
رامان,1.0,,معمولي
رامبد,1.0,,معمولي
رامتين,1.0,,معمولي
رامدخت,,1.0,معمولي
رامسينا,,1.0,معمولي
رامش,,1.0,معمولي
رامشاد,1.0,,معمولي
رامشين,,1.0,بسيار نادر
رامك,,1.0,معمولي
رامونا,,1.0,بسيار نادر
رامي,1.0,,بسيار نادر
رامياد,1.0,,بسيار نادر
راميار,1.0,,بسيار نادر
راميلا,,1.0,بسيار نادر
رامين,1.0,,معمولي
رامينا,,1.0,معمولي
رامينه,,1.0,معمولي
رانيا,,1.0,بسيار نادر
راوش,,1.0,معمولي
راوك,,1.0,بسيار نادر
راويز,,1.0,بسيار نادر
راويس,,1.0,بسيار نادر
راهنما,1.0,,معمولي
راهين,,1.0,بسيار نادر
رايا,1.0,,معمولي
رايان,1.0,1.0,بسيار نادر
رايبد,1.0,,معمولي
رايحه,,1.0,معمولي
رايكا,1.0,1.0,بسيار نادر
رايمون,1.0,,بسيار نادر
رايومند,,1.0,بسيار نادر
رايين,1.0,,بسيار نادر
رائيك,,1.0,بسيار نادر
رائيكا,,1.0,بسيار نادر
رأفت,,1.0,معمولي
رباب,,1.0,معمولي
ربابه,,1.0,معمولي
ربن,1.0,,بسيار نادر
ربيع,1.0,,بسيار نادر
ربيعه,,1.0,معمولي
رتاج,,1.0,بسيار نادر
رجا,1.0,,بسيار نادر
رجب,1.0,,بسيار نادر
رحمان,1.0,,بسيار نادر
رحمت,1.0,,معمولي
رحمت الله,1.0,,بسيار نادر
رحمه,,1.0,بسيار نادر
رحيم,1.0,,معمولي
رحيمه,,1.0,معمولي
رخ افروز,,1.0,بسيار نادر
رخامين,,1.0,بسيار نادر
رخسار,,1.0,بسيار نادر
رخساره,,1.0,معمولي
رخسانا,,1.0,معمولي
رخشا,,1.0,بسيار نادر
رخشاد,,1.0,بسيار نادر
رخشان,1.0,1.0,بسيار نادر
رخشانه,,1.0,معمولي
رخشنده,,1.0,بسيار نادر
رخشيد,,1.0,بسيار نادر
رخشيده,,1.0,بسيار نادر
رخك,,1.0,بسيار نادر
رخنا,,1.0,بسيار نادر
رخنار,,1.0,بسيار نادر
ردا,,1.0,بسيار نادر
رديمه,,1.0,بسيار نادر
رز,,1.0,معمولي
رزا,,1.0,بسيار نادر
رزاق,1.0,,بسيار نادر
رزالين,,1.0,بسيار نادر
رزان,,1.0,بسيار نادر
رزق الله,1.0,,بسيار نادر
رزمان,1.0,,بسيار نادر
رزمين,,1.0,بسيار نادر
رزيتا,,1.0,معمولي
رزين,1.0,,بسيار نادر
رزين دخت,,1.0,بسيار نادر
رزينا,,1.0,بسيار نادر
رژان,,1.0,معمولي
رسا,1.0,1.0,معمولي
رسام,1.0,,معمولي
رسپينا,,1.0,معمولي
رستا,,1.0,بسيار نادر
رستار,1.0,,بسيار نادر
رستاك,,1.0,بسيار نادر
رستان,1.0,,بسيار نادر
رستم,1.0,,معمولي
رستهم,1.0,,بسيار نادر
رسول,1.0,,معمولي
رشا,1.0,1.0,بسيار نادر
رشاد,1.0,1.0,معمولي
رشنواد,1.0,,بسيار نادر
رشيد,1.0,,معمولي
رشيدا,1.0,,بسيار نادر
رشيدالدين,1.0,,معمولي
رضا,1.0,,پركاربرد
رضوان,1.0,1.0,معمولي
رضوانه,,1.0,بسيار نادر
رضي,1.0,,معمولي
رضي الدين,1.0,,بسيار نادر
رضيه,,1.0,معمولي
رعد,1.0,,بسيار نادر
رعنا,,1.0,معمولي
رغمان,1.0,,بسيار نادر
رفعت,1.0,1.0,معمولي
رفيدا,1.0,1.0,بسيار نادر
رفيع,1.0,,معمولي
